Gene Symbol	Gene Id	Gene Description	Disease Id	Disease Code	Disease Name	Psychiatric disorder	Evidence Index	# Publications	Disease Id	# Publications Validated	Gene Id	Disease Id	# Publications Validated	Gene Id	# Publications Validated	Disease Id	Gene Id	# Publications Validated
GRM3	2913	glutamate receptor, metabotropic 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	10	umls:C0005586	5	2913	umls:C0005586	5	2913	5	umls:C0005586	2913	5
GRIN2A	2903	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	9	umls:C0005586	5	2903	umls:C0005586	5	2903	5	umls:C0005586	2903	5
RGS4	5999	regulator of G-protein signaling 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	8	umls:C0005586	5	5999	umls:C0005586	5	5999	5	umls:C0005586	5999	5
CHRNA7	1139	cholinergic receptor, nicotinic, alpha 7 (neuronal)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	7	umls:C0005586	5	1139	umls:C0005586	5	1139	5	umls:C0005586	1139	5
IMPA2	3613	inositol(myo)-1(or 4)-monophosphatase 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	9	umls:C0005586	5	3613	umls:C0005586	5	3613	5	umls:C0005586	3613	5
CHRFAM7A	89832	CHRNA7 (cholinergic receptor, nicotinic, alpha 7, exons 5-10) and FAM7A (family with sequence similarity 7A, exons A-E) fusion	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	7	umls:C0005586	5	89832	umls:C0005586	5	89832	5	umls:C0005586	89832	5
FKBP5	2289	FK506 binding protein 5	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	5	umls:C0005586	5	2289	umls:C0005586	5	2289	5	umls:C0005586	2289	5
YWHAZ	7534	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, zeta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	6	umls:C0005586	5	7534	umls:C0005586	5	7534	5	umls:C0005586	7534	5
HTR1A	3350	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	6	umls:C0005586	5	3350	umls:C0005586	5	3350	5	umls:C0005586	3350	5
DAO	1610	D-amino-acid oxidase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.8	8	umls:C0005586	5	1610	umls:C0005586	5	1610	5	umls:C0005586	1610	5
ADCYAP1	116	adenylate cyclase activating polypeptide 1 (pituitary)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.75	4	umls:C0005586	4	116	umls:C0005586	4	116	4	umls:C0005586	116	4
DPYSL2	1808	dihydropyrimidinase-like 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.75	4	umls:C0005586	4	1808	umls:C0005586	4	1808	4	umls:C0005586	1808	4
NOTCH4	4855	notch 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.75	4	umls:C0005586	4	4855	umls:C0005586	4	4855	4	umls:C0005586	4855	4
F9	2158	coagulation factor IX	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.75	4	umls:C0005586	4	2158	umls:C0005586	4	2158	4	umls:C0005586	2158	4
CRY1	1407	cryptochrome circadian clock 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	1407	umls:C0005586	3	1407	3	umls:C0005586	1407	3
PIP4K2A	5305	phosphatidylinositol-5-phosphate 4-kinase, type II, alpha	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	5305	umls:C0005586	3	5305	3	umls:C0005586	5305	3
GRIA2	2891	glutamate receptor, ionotropic, AMPA 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	2891	umls:C0005586	3	2891	3	umls:C0005586	2891	3
DUSP6	1848	dual specificity phosphatase 6	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	1848	umls:C0005586	3	1848	3	umls:C0005586	1848	3
GRM7	2917	glutamate receptor, metabotropic 7	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	2917	umls:C0005586	3	2917	3	umls:C0005586	2917	3
CRH	1392	corticotropin releasing hormone	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	1392	umls:C0005586	3	1392	3	umls:C0005586	1392	3
SLC6A2	6530	solute carrier family 6 (neurotransmitter transporter), member 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	6530	umls:C0005586	3	6530	3	umls:C0005586	6530	3
MAOB	4129	monoamine oxidase B	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	4129	umls:C0005586	3	4129	3	umls:C0005586	4129	3
IGFBP2	3485	insulin-like growth factor binding protein 2, 36kDa	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	3485	umls:C0005586	3	3485	3	umls:C0005586	3485	3
MIR137	406928	microRNA 137	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	6	umls:C0005586	3	406928	umls:C0005586	3	406928	3	umls:C0005586	406928	3
SYNE1	23345	spectrin repeat containing, nuclear envelope 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	23345	umls:C0005586	3	23345	3	umls:C0005586	23345	3
CREB1	1385	cAMP responsive element binding protein 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	1385	umls:C0005586	3	1385	3	umls:C0005586	1385	3
PON1	5444	paraoxonase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	3	umls:C0005586	3	5444	umls:C0005586	3	5444	3	umls:C0005586	5444	3
DDC	1644	dopa decarboxylase (aromatic L-amino acid decarboxylase)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.666666666666667	4	umls:C0005586	3	1644	umls:C0005586	3	1644	3	umls:C0005586	1644	3
HTR2A	3356	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.6	26	umls:C0005586	5	3356	umls:C0005586	5	3356	5	umls:C0005586	3356	5
MAOA	4128	monoamine oxidase A	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.6	23	umls:C0005586	5	4128	umls:C0005586	5	4128	5	umls:C0005586	4128	5
TH	7054	tyrosine hydroxylase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.6	27	umls:C0005586	5	7054	umls:C0005586	5	7054	5	umls:C0005586	7054	5
PLA2G1B	5319	phospholipase A2, group IB (pancreas)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.6	5	umls:C0005586	5	5319	umls:C0005586	5	5319	5	umls:C0005586	5319	5
TCF4	6925	transcription factor 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.6	6	umls:C0005586	5	6925	umls:C0005586	5	6925	5	umls:C0005586	6925	5
NTNG2	84628	netrin G2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	84628	umls:C0005586	2	84628	2	umls:C0005586	84628	2
GRIA1	2890	glutamate receptor, ionotropic, AMPA 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	4	umls:C0005586	4	2890	umls:C0005586	4	2890	4	umls:C0005586	2890	4
CHMP1B	57132	charged multivesicular body protein 1B	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	57132	umls:C0005586	2	57132	2	umls:C0005586	57132	2
ATP1A3	478	ATPase, Na+/K+ transporting, alpha 3 polypeptide	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	478	umls:C0005586	2	478	2	umls:C0005586	478	2
SLC17A7	57030	solute carrier family 17 (vesicular glutamate transporter), member 7	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	57030	umls:C0005586	2	57030	2	umls:C0005586	57030	2
SIRT1	23411	sirtuin 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	23411	umls:C0005586	2	23411	2	umls:C0005586	23411	2
YWHAE	7531	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	7531	umls:C0005586	2	7531	2	umls:C0005586	7531	2
PRODH	5625	proline dehydrogenase (oxidase) 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	5625	umls:C0005586	2	5625	2	umls:C0005586	5625	2
PDYN	5173	prodynorphin	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	5173	umls:C0005586	2	5173	2	umls:C0005586	5173	2
GFAP	2670	glial fibrillary acidic protein	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	2670	umls:C0005586	2	2670	2	umls:C0005586	2670	2
ALDH2	217	aldehyde dehydrogenase 2 family (mitochondrial)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	217	umls:C0005586	2	217	2	umls:C0005586	217	2
CNR1	1268	cannabinoid receptor 1 (brain)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	1268	umls:C0005586	2	1268	2	umls:C0005586	1268	2
SYNGR1	9145	synaptogyrin 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	4	umls:C0005586	2	9145	umls:C0005586	2	9145	2	umls:C0005586	9145	2
NRG3	10718	neuregulin 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	10718	umls:C0005586	2	10718	2	umls:C0005586	10718	2
C15orf53	400359	chromosome 15 open reading frame 53	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	400359	umls:C0005586	2	400359	2	umls:C0005586	400359	2
PLA2G4A	5321	phospholipase A2, group IVA (cytosolic, calcium-dependent)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	5321	umls:C0005586	2	5321	2	umls:C0005586	5321	2
AVPR1B	553	arginine vasopressin receptor 1B	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	4	umls:C0005586	2	553	umls:C0005586	2	553	2	umls:C0005586	553	2
CRHR1	1394	corticotropin releasing hormone receptor 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	4	umls:C0005586	4	1394	umls:C0005586	4	1394	4	umls:C0005586	1394	4
ACE	1636	angiotensin I converting enzyme	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	5	umls:C0005586	4	1636	umls:C0005586	4	1636	4	umls:C0005586	1636	4
MLC1	23209	megalencephalic leukoencephalopathy with subcortical cysts 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	3	umls:C0005586	2	23209	umls:C0005586	2	23209	2	umls:C0005586	23209	2
GRIN1	2902	glutamate receptor, ionotropic, N-methyl D-aspartate 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	5	umls:C0005586	2	2902	umls:C0005586	2	2902	2	umls:C0005586	2902	2
MMP9	4318	matrix metallopeptidase 9 (gelatinase B, 92kDa gelatinase, 92kDa type IV collagenase)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	4	umls:C0005586	2	4318	umls:C0005586	2	4318	2	umls:C0005586	4318	2
PLA2G2A	5320	phospholipase A2, group IIA (platelets, synovial fluid)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	3	umls:C0005586	2	5320	umls:C0005586	2	5320	2	umls:C0005586	5320	2
GDNF	2668	glial cell derived neurotrophic factor	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	2668	umls:C0005586	2	2668	2	umls:C0005586	2668	2
APOE	348	apolipoprotein E	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	3	umls:C0005586	2	348	umls:C0005586	2	348	2	umls:C0005586	348	2
HTR1B	3351	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.5	2	umls:C0005586	2	3351	umls:C0005586	2	3351	2	umls:C0005586	3351	2
ERDA1	9030	expanded repeat domain, CAG/CTG 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.4	8	umls:C0005586	5	9030	umls:C0005586	5	9030	5	umls:C0005586	9030	5
ADARB1	104	adenosine deaminase, RNA-specific, B1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.333333333333333	3	umls:C0005586	3	104	umls:C0005586	3	104	3	umls:C0005586	104	3
CARTPT	9607	CART prepropeptide	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	9607	umls:C0005586	1	9607	1	umls:C0005586	9607	1
OPRK1	4986	opioid receptor, kappa 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	4986	umls:C0005586	1	4986	1	umls:C0005586	4986	1
FOXO3	2309	forkhead box O3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	2309	umls:C0005586	1	2309	1	umls:C0005586	2309	1
CREM	1390	cAMP responsive element modulator	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	1390	umls:C0005586	1	1390	1	umls:C0005586	1390	1
CTNND2	1501	catenin (cadherin-associated protein), delta 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	1501	umls:C0005586	1	1501	1	umls:C0005586	1501	1
GHRH	2691	growth hormone releasing hormone	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	2691	umls:C0005586	1	2691	1	umls:C0005586	2691	1
ZDHHC8	29801	zinc finger, DHHC-type containing 8	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	29801	umls:C0005586	1	29801	1	umls:C0005586	29801	1
NR3C2	4306	nuclear receptor subfamily 3, group C, member 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	4306	umls:C0005586	1	4306	1	umls:C0005586	4306	1
CALB1	793	calbindin 1, 28kDa	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	2	793	umls:C0005586	2	793	2	umls:C0005586	793	2
AKR1C3	8644	aldo-keto reductase family 1, member C3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	8644	umls:C0005586	1	8644	1	umls:C0005586	8644	1
NCOR2	9612	nuclear receptor corepressor 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	9612	umls:C0005586	1	9612	1	umls:C0005586	9612	1
GPRIN2	9721	G protein regulated inducer of neurite outgrowth 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	9721	umls:C0005586	1	9721	1	umls:C0005586	9721	1
CSNK1D	1453	casein kinase 1, delta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	1453	umls:C0005586	1	1453	1	umls:C0005586	1453	1
GCH1	2643	GTP cyclohydrolase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	2643	umls:C0005586	1	2643	1	umls:C0005586	2643	1
MC5R	4161	melanocortin 5 receptor	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	4161	umls:C0005586	1	4161	1	umls:C0005586	4161	1
NTF3	4908	neurotrophin 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	4	umls:C0005586	2	4908	umls:C0005586	2	4908	2	umls:C0005586	4908	2
SYN2	6854	synapsin II	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	3	umls:C0005586	2	6854	umls:C0005586	2	6854	2	umls:C0005586	6854	2
GRIA4	2893	glutamate receptor, ionotropic, AMPA 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	2893	umls:C0005586	1	2893	1	umls:C0005586	2893	1
MAPT	4137	microtubule-associated protein tau	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	4137	umls:C0005586	1	4137	1	umls:C0005586	4137	1
ABCB1	5243	ATP-binding cassette, sub-family B (MDR/TAP), member 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	2	5243	umls:C0005586	2	5243	2	umls:C0005586	5243	2
ABCB4	5244	ATP-binding cassette, sub-family B (MDR/TAP), member 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	5244	umls:C0005586	1	5244	1	umls:C0005586	5244	1
PREP	5550	prolyl endopeptidase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	5550	umls:C0005586	1	5550	1	umls:C0005586	5550	1
SOD1	6647	superoxide dismutase 1, soluble	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6647	umls:C0005586	1	6647	1	umls:C0005586	6647	1
HCAR2	338442	hydroxycarboxylic acid receptor 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	338442	umls:C0005586	1	338442	1	umls:C0005586	338442	1
NRTN	4902	neurturin	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	4902	umls:C0005586	1	4902	1	umls:C0005586	4902	1
PAH	5053	phenylalanine hydroxylase	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	5053	umls:C0005586	1	5053	1	umls:C0005586	5053	1
AHI1	54806	Abelson helper integration site 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	54806	umls:C0005586	1	54806	1	umls:C0005586	54806	1
PI4K2B	55300	phosphatidylinositol 4-kinase type 2 beta	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	55300	umls:C0005586	1	55300	1	umls:C0005586	55300	1
TAP2	6891	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6891	umls:C0005586	1	6891	1	umls:C0005586	6891	1
ARTN	9048	artemin	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	3	umls:C0005586	1	9048	umls:C0005586	1	9048	1	umls:C0005586	9048	1
CHRM3	1131	cholinergic receptor, muscarinic 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	1131	umls:C0005586	1	1131	1	umls:C0005586	1131	1
CREBBP	1387	CREB binding protein	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	1387	umls:C0005586	1	1387	1	umls:C0005586	1387	1
ADRBK1	156	adrenergic, beta, receptor kinase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	156	umls:C0005586	1	156	1	umls:C0005586	156	1
ISL1	3670	ISL LIM homeobox 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	3670	umls:C0005586	1	3670	1	umls:C0005586	3670	1
MMP3	4314	matrix metallopeptidase 3 (stromelysin 1, progelatinase)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	4314	umls:C0005586	1	4314	1	umls:C0005586	4314	1
SRD5A1	6715	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6715	umls:C0005586	1	6715	1	umls:C0005586	6715	1
SLC22A16	85413	solute carrier family 22 (organic cation/carnitine transporter), member 16	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	85413	umls:C0005586	1	85413	1	umls:C0005586	85413	1
FOXP2	93986	forkhead box P2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	93986	umls:C0005586	1	93986	1	umls:C0005586	93986	1
UHMK1	127933	U2AF homology motif (UHM) kinase 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	127933	umls:C0005586	1	127933	1	umls:C0005586	127933	1
GRIK3	2899	glutamate receptor, ionotropic, kainate 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	2899	umls:C0005586	1	2899	1	umls:C0005586	2899	1
CCL2	6347	chemokine (C-C motif) ligand 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6347	umls:C0005586	1	6347	1	umls:C0005586	6347	1
SHOX2	6474	short stature homeobox 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6474	umls:C0005586	1	6474	1	umls:C0005586	6474	1
SLC1A4	6509	solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6509	umls:C0005586	1	6509	1	umls:C0005586	6509	1
VAMP3	9341	vesicle-associated membrane protein 3	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	9341	umls:C0005586	1	9341	1	umls:C0005586	9341	1
CRHBP	1393	corticotropin releasing hormone binding protein	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	1393	umls:C0005586	1	1393	1	umls:C0005586	1393	1
FKBP1A	2280	FK506 binding protein 1A, 12kDa	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	2280	umls:C0005586	1	2280	1	umls:C0005586	2280	1
IBGC1	23706	idiopathic basal ganglia calcification 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	23706	umls:C0005586	1	23706	1	umls:C0005586	23706	1
ATP2A2	488	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	488	umls:C0005586	1	488	1	umls:C0005586	488	1
PAWR	5074	PRKC, apoptosis, WT1, regulator	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	5074	umls:C0005586	1	5074	1	umls:C0005586	5074	1
RTN4	57142	reticulon 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	57142	umls:C0005586	1	57142	1	umls:C0005586	57142	1
CALCA	796	calcitonin-related polypeptide alpha	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	796	umls:C0005586	1	796	1	umls:C0005586	796	1
C9orf72	203228	chromosome 9 open reading frame 72	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	203228	umls:C0005586	1	203228	1	umls:C0005586	203228	1
PSPN	5623	persephin	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	5623	umls:C0005586	1	5623	1	umls:C0005586	5623	1
VAMP2	6844	vesicle-associated membrane protein 2 (synaptobrevin 2)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	6844	umls:C0005586	1	6844	1	umls:C0005586	6844	1
FEZ1	9638	fasciculation and elongation protein zeta 1 (zygin I)	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	9638	umls:C0005586	1	9638	1	umls:C0005586	9638	1
TSHZ1	10194	teashirt zinc finger homeobox 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	10194	umls:C0005586	1	10194	1	umls:C0005586	10194	1
NTF4	4909	neurotrophin 4	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	4909	umls:C0005586	1	4909	1	umls:C0005586	4909	1
RARA	5914	retinoic acid receptor, alpha	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	5914	umls:C0005586	1	5914	1	umls:C0005586	5914	1
FMR1	2332	fragile X mental retardation 1	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	2	umls:C0005586	1	2332	umls:C0005586	1	2332	1	umls:C0005586	2332	1
MRX27	4391	mental retardation, X-linked 27	umls:C0005586	C0005586	bipolar disorder	Bipolar disorders and related disorders	0.0	1	umls:C0005586	1	4391	umls:C0005586	1	4391	1	umls:C0005586	4391	1
